,area,endereco,quartos,banheiros,vagas,preco,condominio,amenidades,bairro
36,170,"Rua Cayowaá, 425 ",4,5,3,9500.0,2200.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...", Perdizes
37,65,"Rua Caiubi, 1322 ",3,2,1,2800.0,800.0,"Salão de festas
Piscina
Bicicletário
Elevador
Portão eletrônico", Perdizes
38,70,"Rua Álvaro de Carvalho, 134 ",2,2,1,2100.0,780.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Centro
39,56,"Rua Jaraguá, 737 ",2,2,1,2400.0,430.0,"Piscina
Elevador
Condomínio fechado
Varanda
Academia
...", Bom Retiro
40,65,"Rua Piracuama, 417 ",2,1,2,1700.0,800.0,"Piscina
Elevador
Aceita animais
Jardim
Salão de festas
...", Perdizes
41,46,"Avenida Jandira, 268 ",1,1,1,3400.0,600.0,"Piscina
Churrasqueira
Condomínio fechado
Academia
Aceita animais
...", Moema
42,60,Rua Joseph Nigri ,2,2,1,3700.0,800.0,"Piscina
Condomínio fechado
Academia
Aceita animais
Espaço gourmet
...", Jardim das Perdizes
43,240,"Rua Verbo Divino, 1061 ",5,5,4,15000.0,3300.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Chácara Santo Antônio
44,57,"Rua Domingos Paiva, 152 ",2,2,1,2800.0,597.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Brás
45,92,"Rua Marquês de Valença, 369 ",3,3,2,3200.0,815.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...", Alto da Mooca
46,205,"Rua Tabapuã, 245 ",3,4,2,7900.0,2380.0,"Piscina
Elevador
Condomínio fechado
Academia
Aceita animais
...", Itaim Bibi
47,56,Rua Joaquim Távora ,2,2,1,2900.0,630.0,"Piscina
Churrasqueira
Elevador
Academia
Aceita animais
...", Vila Mariana
48,45,"Alameda Jauaperi, 1123 ",1,1,1,2800.0,612.0,"Elevador
Condomínio fechado
Aceita animais
Jardim
Bicicletário
...", Moema
49,40,"Rua Padre Carvalho, 348 ",1,1,1,4500.0,950.0,"Piscina
Mobiliado
Elevador
Condomínio fechado
Academia
...", Pinheiros
50,64,Rua Marquês de Lages ,2,2,1,2300.0,650.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Vila Moraes
51,57,"Rua Gravataí, 118 ",2,2,1,3000.0,767.0,"Piscina
Churrasqueira
Elevador
Academia
Espaço gourmet
...", Consolação
52,95,"Rua Cayowaá, 1366 ",2,2,1,2800.0,839.0,"Elevador
Aceita animais
Jardim
Salão de festas
Bicicletário
...", Perdizes
53,39,"Rua José Getúlio, 109 ",1,1,1,2800.0,470.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Liberdade
54,65,"Rua Rui de Morais Apocalipse, 326 ",2,1,1,1200.0,300.0,"Churrasqueira
Condomínio fechado
Academia
Aceita animais
Jardim
...", Jardim Do Tiro
55,80,"Rua General Chagas Santos, 197 ",2,2,1,1880.0,950.0,"Churrasqueira
Elevador
Academia
Aceita animais
Jardim
...", Saúde
56,79,"Rua Fortunato Ferraz, 210 ",2,2,2,4800.0,670.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...", Vila Anastácio
57,49,"Rua Gabriele D'Annunzio, 624 ",1,1,1,3600.0,657.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Campo Belo
58,96,"Rua Jorge Americano, 310 ",3,3,2,4000.0,1065.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Aceita animais
...", Alto da Lapa
59,48,"Rua Baronesa de Bela Vista, 577 ",1,1,1,1700.0,392.0,"Aceita animais
Salão de festas
Elevador
Portaria 24h", Vila Congonhas
60,66,"Rua Alfredo Pujol, 451 ",1,2,1,3700.0,800.0,"Piscina
Mobiliado
Elevador
Condomínio fechado
Academia
...", Santana
61,38,"Rua Marselhesa, 29 ",1,1,1,2900.0,640.0,"Piscina
Mobiliado
Elevador
Condomínio fechado
Academia
...", Vila Mariana
62,59,"Rua Luís Cunha, 285 ",2,1,2,1350.0,596.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Vila Pirituba
63,100,"Avenida dos Imarés, 557 ",2,3,2,3950.0,1200.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...", Indianópolis
64,208,"Rua Professor Alexandre Correia, 169 ",4,3,4,2800.0,3200.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Jardim Vitoria Regia
65,20,"Rua Pereira do Lago, 309 ",1,1,0,890.0,0.0,"Mobiliado
Condomínio fechado", Vila Gomes
66,50,"Rua da Consolação, 1131 ",2,1,1,1950.0,650.0,"Elevador
Bicicletário
Portaria 24h
Portão eletrônico
Condomínio fechado", Consolação
67,70,"Avenida Marechal Mário Guedes, 02 ",2,2,2,2300.0,700.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Jaguaré
68,100,"Rua Alonso Calhamares, 244 ",3,3,2,6390.0,1040.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Jardim Anália Franco
69,37,"Rua Vilela, 1042 ",1,1,1,1750.0,528.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...", Tatuapé
70,52,"Rua George Ohm, 330 ",1,2,1,3500.0,457.0,"Piscina
Churrasqueira
Academia
Espaço gourmet
Ar-condicionado
...", Cidade Monções
71,110,Rua Cristiano Viana ,3,3,0,3300.0,1530.0,"Cozinha americana
Portaria 24h", Cerqueira César
72,111,"Rua Cônego Eugênio Leite, 574 ",3,3,1,3650.0,1699.0,"Aceita animais
Closet
Bicicletário
Portaria 24h", Cerqueira César
73,59,"Rua Farid Miguel Haddad, 235 ",2,1,1,1300.0,0.0,"Piscina
Churrasqueira
Condomínio fechado
Aceita animais
Playground
...", Vila Santa Teresa
74,40,"Alameda Franca, 318 ",1,1,1,1800.0,934.0,"Elevador
Condomínio fechado
Aceita animais
Jardim
Portaria 24h
...", Jardim Paulista
75,60,Rua Paris ,2,2,2,4150.0,850.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Sumaré
76,100,"Rua Professor Vahia de Abreu, 383 ",3,3,2,6500.0,1020.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Vila Olímpia
77,105,"Rua Chamantá, 219 ",3,2,1,2900.0,500.0,Aceita animais, Parque da Mooca
78,64,"Rua Correia de Lemos, 645 ",2,2,1,2100.0,730.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Chácara Inglesa
79,32,"Rua Coronel Luís Barroso, 392 ",1,1,1,2000.0,670.0,"Mobiliado
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Santo Amaro
80,48,Rua Cardoso de Almeida ,1,1,0,3200.0,477.0,"Aceita animais
Ar-condicionado
Cozinha americana
Mobiliado
Elevador", Perdizes
81,37,"Rua Major Sertório, 321 ",1,1,1,2000.0,380.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Centro
82,70,"Rua Vupabussu, 219 ",1,1,2,5100.0,1774.0,"Piscina
Elevador
Condomínio fechado
Academia
Espaço gourmet
...", Pinheiros
83,50,"Rua Conselheiro Brotero, 867 ",1,1,0,1400.0,760.0,"Elevador
Aceita animais
Jardim
Portaria 24h
Cozinha americana
...", Santa Cecília
84,111,"Rua Pamplona, 237 ",3,2,2,4750.0,1015.0,"Churrasqueira
Elevador
Academia
Aceita animais
Jardim
...", Jardim Paulista
85,90,"Avenida Santo Amaro, 345 ",2,2,0,1350.0,230.0,Aceita animais, Vila Nova Conceição
86,48,"Rua Joaquim Ferreira, 124 ",1,1,1,2400.0,623.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Água Branca
87,72,"Avenida Engenheiro Heitor Antônio Eiras Garcia, 400 ",3,1,1,1500.0,618.0,"Churrasqueira
Elevador
Condomínio fechado
Aceita animais
Jardim
...", Butantã
88,26,"Rua Engenheiro Bianor, 137 ",1,1,0,2500.0,350.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Butantã
89,80,"Rua Henrique Sertório, 34 ",2,1,0,1390.0,280.0,0, Tatuapé
90,45,"Rua Cardeal Arcoverde, 448 ",1,1,0,1900.0,300.0,"Aceita animais
Portão eletrônico", Pinheiros
91,130,Rua do Paraíso ,3,2,1,2225.0,605.0,"Elevador
Condomínio fechado
Aceita animais
Jardim
Área de serviço
...", Vila Mariana
92,70,"Rua Joaquim Guarani, 485 ",1,2,1,4000.0,650.0,"Piscina
Mobiliado
Churrasqueira
Condomínio fechado
Academia
...", Jardim das Acacias
93,100,"Rua Doutor Eduardo de Souza Aranha, 140 ",3,3,1,8500.0,600.0,"Aceita animais
Closet
Mobiliado
Portaria 24h", Vila Nova Conceição
94,69,"Rua Geraldo de Mendonça Mello, 280 ",3,1,1,2000.0,460.0,"Churrasqueira
Elevador
Condomínio fechado
Jardim
Playground
...", Vila Isa
95,54,Rua Doutor Ivo Define Frasca ,2,1,1,3450.0,661.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...", Vila Olímpia
96,30,"Praça Ministro Costa Manso, 30 ",1,1,0,500.0,360.0,"Aceita animais
Bicicletário
Elevador
Portaria 24h
Condomínio fechado", Liberdade
97,33,"Rua Cônego Vicente Miguel Marino, 29 ",1,1,0,1900.0,250.0,"Churrasqueira
Elevador
Condomínio fechado
Academia
Aceita animais
...", Barra Funda
98,75,"Rua Canário, 943 ",2,3,2,6000.0,885.0,"Piscina
Mobiliado
Elevador
Condomínio fechado
Academia
...", Moema
99,100,"Rua Caraíbas, 980 ",3,3,2,3900.0,1235.0,"Piscina
Elevador
Condomínio fechado
Academia
Jardim
...", Perdizes
100,63,"Rua Francisco Hurtado, 55 ",2,2,1,1650.0,562.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Vila Água Funda
101,51,"Rua Alfredo Pujol, 451 ",2,1,1,2700.0,600.0,"Piscina
Mobiliado
Elevador
Condomínio fechado
Academia
...", Santana
102,55,"Rua Comendador Gabriel Cotti, 113 ",2,1,1,1600.0,490.0,"Mobiliado
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Vila Pereira Barreto
103,97,"Rua Sara Bernhard, 355 ",3,2,1,1600.0,590.0,"Condomínio fechado
Academia
Aceita animais
Playground
Salão de festas
...", Vila Cláudia
104,78,"Rua João Moura, 2311 ",2,2,1,2450.0,795.0,"Piso laminado
Portaria 24h", Vila Madalena
105,223,"Rua Guaraiúva, 1116 ",3,5,4,10500.0,4267.0,"Piscina
Mobiliado
Elevador
Aceita animais
Ar-condicionado
...", Brooklin
106,45,"Rua Herculano de Freitas, 237 ",1,1,1,1700.0,700.0,"Piscina
Mobiliado
Elevador
Academia
Aceita animais
...", Bela Vista
107,65,Rua Parma ,3,1,1,2600.0,0.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...", Vila Gustavo
108,40,Rua Paim ,1,1,1,2500.0,450.0,"Piscina
Churrasqueira
Elevador
Academia
Jardim
...", Bela Vista
109,306,"Avenida Chibarás, 74 ",4,6,5,30000.0,5200.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Moema
110,100,"Alameda Itu, 859 ",1,2,1,3750.0,1200.0,"Elevador
Academia
Ar-condicionado
Jardim
Playground
...", Jardim Paulista
111,38,"Rua Doutor Plínio Barreto, 95 ",1,1,0,1508.0,439.0,"Aceita animais
Elevador
Portão eletrônico
Condomínio fechado", Bela Vista
112,55,"Rua Comendador Gabriel Cotti, 113 ",2,1,1,1600.0,490.0,"Mobiliado
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Vila Pereira Barreto
113,21,Rua Doutor Clementino ,1,1,1,990.0,300.0,"Mobiliado
Condomínio fechado
Bicicletário
Portaria 24h
Lavanderia
...", Belenzinho
114,110,"Rua Iaiá, 127 ",2,4,2,7000.0,850.0,"Piscina
Elevador
Condomínio fechado
Academia
Aceita animais
...", Itaim Bibi
115,50,"Rua Conselheiro Brotero, 867 ",1,1,0,1400.0,760.0,"Elevador
Aceita animais
Jardim
Portaria 24h
Cozinha americana
...", Santa Cecília
116,65,"Avenida Nove de Julho, 707 ",1,1,0,1700.0,395.0,"Elevador
Condomínio fechado
Aceita animais
Salão de festas
Portaria 24h
...", Bela Vista
117,55,Rua das Palmeiras ,2,1,1,1600.0,737.0,"Playground
Elevador
Portaria 24h
Portão eletrônico", Vila Buarque
118,80,"Rua Sebastião Guimarães Correa, 221 ",3,2,1,1900.0,850.0,"Elevador
Aceita animais
Jardim
Salão de festas
Salão de jogos
...", Vila Monte Alegre
119,64,"Rua Correia de Lemos, 645 ",2,2,1,2100.0,730.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Chácara Inglesa
120,56,"Rua da Consolação, 867 ",1,1,0,1500.0,704.0,"Elevador
Portaria 24h
Aceita animais", Consolação
121,46,"Rua Doutor Lund, 22 ",1,1,0,1500.0,333.0,Portaria 24h, Liberdade
122,47,"Rua Castilho, 155 ",1,1,1,3000.0,536.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...", Brooklin
123,64,"Avenida Brigadeiro Luís Antônio, 551 ",2,1,1,2000.0,615.0,0, Bela Vista
124,20,"Jabaquara, São Paulo ",1,1,0,1135.0,185.0,"Condomínio fechado
Mobiliado", SP
125,60,"Rua Sena Madureira, 80 ",2,2,1,4100.0,650.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Vila Clementino
126,79,"Rua João Teixeira da Silva, 415 ",2,2,2,2800.0,700.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...", Vila Invernada
127,78,"Rua Harmonia, 942 ",2,2,1,2600.0,920.0,"Condomínio fechado
Portaria 24h
Elevador
Acesso para deficientes
Bicicletário", Vila Madalena
128,127,"Rua Itambé, 367 ",3,2,1,3000.0,900.0,"Churrasqueira
Condomínio fechado
Academia
Aceita animais
Jardim
...", Higienópolis
129,41,"Rua Artur Prado, 433 ",1,1,1,2700.0,662.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...", Bela Vista
130,48,"Rua Afonso Celso, 150 ",1,1,0,1350.0,530.0,Aceita animais, Vila Mariana
131,100,"Avenida Caxingui, 175 ",4,2,1,3200.0,1100.0,"Elevador
Academia
Aceita animais
Playground
Salão de festas
...", Vila Pirajussara
132,90,"Rua da Consolação, 2825 ",2,2,2,7500.0,1500.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Cerqueira César
133,70,Rua Carneiro da Cunha ,3,2,1,2100.0,901.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...", Saúde
134,140,"Rua Ministro Godói, 860 ",3,3,2,4500.0,0.0,"Elevador
Condomínio fechado
Aceita animais
Jardim
Playground
...", Perdizes
135,60,"Rua Baltasar Samper, 77 ",2,2,2,1650.0,0.0,Portão eletrônico, Parque Ipê
136,36,"Rua Visconde de Parnaíba, 1046 ",1,1,1,2000.0,300.0,"Piscina
Churrasqueira
Elevador
Academia
Espaço gourmet
...", Brás
137,67,"Rua Teodoro Sampaio, 632 ",2,1,1,2150.0,868.0,"Aceita animais
Elevador
Portaria 24h", Pinheiros
138,29,"Rua Fradique Coutinho, 980 ",1,1,1,3000.0,550.0,"Piscina
Elevador
Academia
Aceita animais
Espaço gourmet
...", Vila Madalena
139,56,"Rua Fiandeiras, 270 ",2,2,1,5100.0,541.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...", Vila Olímpia
140,260,"Rua Barão de Santa Eulália, 42 ",4,5,3,4000.0,3000.0,"Piscina
Mobiliado
Elevador
Aceita animais
Ar-condicionado
...", Real Parque
141,40,"Rua Alexandre Dumas, 1601 ",1,1,1,3850.0,590.0,"Ar-condicionado
Mobiliado
Elevador
Portaria 24h", Chácara Santo Antônio
142,66,"Alameda Franca, 1222 ",2,1,1,3500.0,900.0,"Elevador
Condomínio fechado
Aceita animais
Bicicletário
Portaria 24h
...", Jardim Paulista
143,75,"Rua Bandeira Paulista, 65 ",1,1,1,5000.0,1800.0,"Piscina
Mobiliado
Elevador
Condomínio fechado
Academia
...", Itaim Bibi
144,47,Praça da Liberdade ,1,1,0,2000.0,500.0,"Aceita animais
Elevador
Acesso para deficientes
Portaria 24h", Japão
145,40,Rua Paim ,1,1,1,2500.0,450.0,"Piscina
Churrasqueira
Elevador
Academia
Jardim
...", Bela Vista
146,306,"Avenida Chibarás, 74 ",4,6,5,30000.0,5200.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Moema
147,100,"Alameda Itu, 859 ",1,2,1,3750.0,1200.0,"Elevador
Academia
Ar-condicionado
Jardim
Playground
...", Jardim Paulista
148,38,"Rua Doutor Plínio Barreto, 95 ",1,1,0,1508.0,439.0,"Aceita animais
Elevador
Portão eletrônico
Condomínio fechado", Bela Vista
149,76,"Avenida Túlio Teodoro de Campos, 190 ",3,2,1,1800.0,724.0,"Churrasqueira
Elevador
Academia
Aceita animais
Espaço gourmet
...", Vila Paulista
150,78,"Vila Gertrudes, São Paulo ",3,2,2,1650.0,553.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", SP
151,274,Rua Traipu ,4,5,3,7500.0,3434.0,"Piscina
Elevador
Condomínio fechado
Academia
Aceita animais
...", Pacaembu
152,21,Rua Doutor Clementino ,1,1,1,990.0,300.0,"Mobiliado
Condomínio fechado
Bicicletário
Portaria 24h
Lavanderia
...", Belenzinho
153,110,"Rua Iaiá, 127 ",2,4,2,7000.0,850.0,"Piscina
Elevador
Condomínio fechado
Academia
Aceita animais
...", Itaim Bibi
154,50,"Rua Frei Caneca, 348 ",1,1,0,2000.0,600.0,"Aceita animais
Portaria 24h
Elevador", Consolação
155,70,"Rua Francisco Luiz de Souza Júnior, 350 ",2,2,1,2200.0,500.0,"Piscina
Churrasqueira
Condomínio fechado
Varanda
Academia
...", Água Branca
156,65,"Avenida Nove de Julho, 707 ",1,1,0,1700.0,395.0,"Elevador
Condomínio fechado
Aceita animais
Salão de festas
Portaria 24h
...", Bela Vista
157,130,"Rua Pensilvânia, 1342 ",3,5,3,8800.0,1600.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Cidade Monções
158,55,Rua das Palmeiras ,2,1,1,1600.0,737.0,"Playground
Elevador
Portaria 24h
Portão eletrônico", Vila Buarque
159,60,"Rua Sena Madureira, 80 ",2,2,1,4100.0,650.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Vila Clementino
160,67,"Avenida Jacutinga, 610 ",2,2,1,2100.0,846.0,"Condomínio fechado
Portão eletrônico
Portaria 24h", Indianópolis
161,59,"Alameda Jaú, 205 ",1,1,2,2790.0,689.0,"Aceita animais
Cozinha americana
Elevador", Jardim Paulista
162,288,"Rua Deputado Laércio Corte, 1250 ",4,6,4,6500.0,0.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Paraíso do Morumbi
163,56,"Rua da Consolação, 867 ",1,1,0,1500.0,704.0,"Elevador
Portaria 24h
Aceita animais", Consolação
164,46,"Rua Doutor Lund, 22 ",1,1,0,1500.0,333.0,Portaria 24h, Liberdade
165,47,"Rua Castilho, 155 ",1,1,1,3000.0,536.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Varanda
...", Brooklin
166,64,"Avenida Brigadeiro Luís Antônio, 551 ",2,1,1,2000.0,615.0,0, Bela Vista
167,70,"Rua Doutor Albuquerque Lins, 107 ",2,2,1,2100.0,667.0,"Piscina
Churrasqueira
Elevador
Academia
Aceita animais
...", Santa Cecília
168,20,"Jabaquara, São Paulo ",1,1,0,1135.0,185.0,"Condomínio fechado
Mobiliado", SP
169,80,"Rua Sebastião Guimarães Correa, 221 ",3,2,1,1900.0,850.0,"Elevador
Aceita animais
Jardim
Salão de festas
Salão de jogos
...", Vila Monte Alegre
170,260,"Rua Barão de Santa Eulália, 42 ",4,5,3,4000.0,3000.0,"Piscina
Mobiliado
Elevador
Aceita animais
Ar-condicionado
...", Real Parque
171,79,"Rua João Teixeira da Silva, 415 ",2,2,2,2800.0,700.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...", Vila Invernada
172,45,"Rua Manuel da Nóbrega, 646 ",1,2,1,2700.0,825.0,"Piscina
Elevador
Academia
Aceita animais
Espaço gourmet
...", Paraíso
173,44,"Avenida Miguel Yunes, 351 ",2,1,1,2300.0,400.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Usina Piratininga
174,78,"Rua Harmonia, 942 ",2,2,1,2600.0,920.0,"Condomínio fechado
Portaria 24h
Elevador
Acesso para deficientes
Bicicletário", Vila Madalena
175,127,"Rua Itambé, 367 ",3,2,1,3000.0,900.0,"Churrasqueira
Condomínio fechado
Academia
Aceita animais
Jardim
...", Higienópolis
176,100,"Rua Alonso Calhamares, 244 ",3,3,2,6390.0,1040.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Jardim Anália Franco
177,29,"Rua Fradique Coutinho, 980 ",1,1,1,3000.0,550.0,"Piscina
Elevador
Academia
Aceita animais
Espaço gourmet
...", Vila Madalena
178,41,"Rua Artur Prado, 433 ",1,1,1,2700.0,662.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...", Bela Vista
179,48,"Rua Afonso Celso, 150 ",1,1,0,1350.0,530.0,Aceita animais, Vila Mariana
180,100,"Avenida Caxingui, 175 ",4,2,1,3200.0,1100.0,"Elevador
Academia
Aceita animais
Playground
Salão de festas
...", Vila Pirajussara
181,41,"Rua Vupabussu, 219 ",1,1,1,2800.0,959.0,"Piscina
Mobiliado
Elevador
Condomínio fechado
Academia
...", Pinheiros
182,185,Rua Manuel da Nóbrega ,3,5,2,12000.0,2300.0,"Churrasqueira
Elevador
Ar-condicionado
Jardim
Salão de festas
...", Paraíso
183,78,"Rua Bandeira Paulista, 766 ",2,2,1,7300.0,1735.0,"Mobiliado
Elevador
Aceita animais
Ar-condicionado
Portaria 24h
...", Itaim Bibi
184,90,"Rua da Consolação, 2825 ",2,2,2,7500.0,1500.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Cerqueira César
185,70,Rua Carneiro da Cunha ,3,2,1,2100.0,901.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...", Saúde
186,140,"Rua Ministro Godói, 860 ",3,3,2,4500.0,0.0,"Elevador
Condomínio fechado
Aceita animais
Jardim
Playground
...", Perdizes
187,60,"Rua Baltasar Samper, 77 ",2,2,2,1650.0,0.0,Portão eletrônico, Parque Ipê
188,36,"Rua Visconde de Parnaíba, 1046 ",1,1,1,2000.0,300.0,"Piscina
Churrasqueira
Elevador
Academia
Espaço gourmet
...", Brás
189,67,"Rua Teodoro Sampaio, 632 ",2,1,1,2150.0,868.0,"Aceita animais
Elevador
Portaria 24h", Pinheiros
190,100,"Rua Topázio, 620 ",2,2,0,2200.0,920.0,"Aceita animais
Elevador
Portão eletrônico", Aclimação
191,56,"Rua Fiandeiras, 270 ",2,2,1,5100.0,541.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...", Vila Olímpia
192,40,"Rua Alexandre Dumas, 1601 ",1,1,1,3850.0,590.0,"Ar-condicionado
Mobiliado
Elevador
Portaria 24h", Chácara Santo Antônio
193,66,"Alameda Franca, 1222 ",2,1,1,3500.0,900.0,"Elevador
Condomínio fechado
Aceita animais
Bicicletário
Portaria 24h
...", Jardim Paulista
194,75,"Rua Bandeira Paulista, 65 ",1,1,1,5000.0,1800.0,"Piscina
Mobiliado
Elevador
Condomínio fechado
Academia
...", Itaim Bibi
195,47,"Avenida Olga Fadel Abarca, 350 ",2,1,1,1250.0,380.0,"Churrasqueira
Academia
Espaço gourmet
Jardim
Playground
...", Jardim Santa Terezinha
196,49,"Rua Doutor Jesuíno Maciel, 2105 ",1,1,1,2400.0,750.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Campo Belo
197,380,"Praça da República, 32 ",4,6,1,10000.0,2800.0,"Mobiliado
Elevador
Academia
Aceita animais
Ar-condicionado
...", República
198,72,"Rua Zacarias de Gois, 715 ",2,2,1,4500.0,835.0,"Piscina
Mobiliado
Elevador
Condomínio fechado
Academia
...", Campo Belo
199,68,"Rua Agostinho Cantu, 73 ",2,1,2,1800.0,1060.0,"Academia
Churrasqueira
Bicicletário
Elevador
Portaria 24h", Butantã
200,65,"Avenida Professor Vicente Ráo, 2176 ",2,1,1,1900.0,650.0,"Piscina
Elevador
Condomínio fechado
Aceita animais
Playground
...", Jardim Petrópolis
201,80,"Avenida Açocê, 296 ",2,2,1,3950.0,770.0,"Mobiliado
Elevador
Condomínio fechado
Espaço gourmet
Playground
...", Indianópolis
202,40,"Avenida Brigadeiro Luís Antônio, 1272 ",1,1,0,1600.0,408.0,"Elevador
Portaria 24h", Bela Vista
203,57,"Rua Marquês de Itu, 643 ",3,2,1,2250.0,1140.0,"Portão eletrônico
Portaria 24h
Condomínio fechado", Vila Buarque
204,28,"Rua Conselheiro Furtado, 130 ",1,1,0,1400.0,390.0,"Mobiliado
Churrasqueira
Elevador
Academia
Espaço gourmet
...", Liberdade
205,50,"Avenida Interlagos, 1900 ",2,1,1,1700.0,500.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Interlagos
206,98,"Rua Doutor Bacelar, 317 ",2,2,2,4600.0,966.0,"Piscina
Churrasqueira
Elevador
Academia
Ar-condicionado
...", Vila Clementino
207,80,"Rua Fidélis Papini, 786 ",2,2,1,1900.0,798.0,"Churrasqueira
Academia
Jardim
Salão de festas
Quadra poliesportiva
...", Vila Prudente
208,107,"Rua Peixoto Gomide, 502 ",3,3,2,7500.0,1730.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Jardim Paulista
209,98,"Avenida Chibarás, 380 ",3,3,1,3000.0,1070.0,"Aceita animais
Jardim
Portaria 24h", Moema
210,58,"Rua Euclides Pacheco, 1401 ",1,1,0,1300.0,90.0,"Condomínio fechado
Portão eletrônico", Tatuapé
211,266,"Rua dos Caetés, 100 ",4,6,5,30000.0,2000.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Condomínio fechado
...", Perdizes
212,48,Rua Canário ,1,1,1,5000.0,780.0,"Mobiliado
Elevador
Aceita animais
Ar-condicionado
Jardim
...", Moema
213,60,"Rua Cunha Gago, 181 ",2,2,1,4000.0,832.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Pinheiros
214,28,"Rua Peixoto Gomide, 707 ",1,1,0,2700.0,1000.0,"Piscina
Mobiliado
Elevador
Varanda
Academia
...", Cerqueira César
215,45,"Avenida Jandira, 268 ",1,1,1,3500.0,542.0,"Piscina
Churrasqueira
Elevador
Condomínio fechado
Academia
...", Moema
216,67,"Avenida Miguel Frias e Vasconcelos, 656 ",2,2,0,3300.0,0.0,"Piscina
Mobiliado
Churrasqueira
Elevador
Academia
...", Jaguaré
217,15,"Rua Humberto I, 745 ",1,1,0,1600.0,0.0,"Ar-condicionado
Mobiliado
Conexão à internet", Vila Mariana
218,150,"Rua Pamplona, 444 ",3,3,1,5200.0,2000.0,"Elevador
Aceita animais
Ar-condicionado
Salão de festas
Bicicletário
...", Jardim Paulista
219,50,"Avenida Cásper Líbero, 623 ",1,1,0,1100.0,500.0,0, Centro
220,105,"Rua Conselheiro Brotero, 717 ",3,2,1,3500.0,1250.0,"Aceita animais
Condomínio fechado
Portaria 24h", Santa Cecília
